,0
0,0.003
1,0.003
2,0.003
3,0.003
4,10154.498277607405
5,0.003
6,0.003
7,0.003
8,0.003
9,0.003
10,0.003
11,0.003
12,0.003
13,0.003
14,0.003
15,0.003
16,0.003
17,0.003
18,0.003
19,0.003
20,0.003
21,0.003
22,0.003
23,0.003
24,0.003
25,0.003
26,0.003
27,0.003
28,0.003
29,0.003
30,0.003
31,0.003
32,0.003
33,0.003
34,0.003
35,0.003
36,0.003
37,0.003
38,0.003
39,0.003
40,0.003
41,0.003
42,0.003
43,0.003
44,0.003
45,0.003
46,0.003
47,0.003
48,0.003
49,0.003
50,0.003
51,0.003
52,0.003
53,0.003
54,0.003
55,0.003
56,0.003
57,0.003
58,0.003
59,0.003
60,0.003
61,0.003
62,0.003
63,0.003
64,0.003
65,0.003
66,0.003
67,0.003
68,0.003
69,0.003
70,0.003
71,0.003
72,0.003
73,0.003
74,0.003
75,0.003
76,0.003
77,0.003
78,0.003
79,0.003
80,0.003
81,0.003
82,0.003
83,0.003
84,0.003
85,0.003
86,0.003
87,0.003
88,0.003
89,0.003
90,0.003
91,0.003
92,0.003
93,0.003
94,0.003
95,0.003
96,0.003
97,0.003
98,0.003
99,0.003
100,0.003
101,0.003
102,0.003
103,0.003
104,0.003
105,0.003
106,0.003
107,0.003
108,0.003
109,0.003
110,0.003
111,0.003
112,0.003
113,0.003
114,0.003
115,0.003
116,0.003
117,0.003
118,0.003
119,0.003
120,0.003
121,0.003
122,0.003
123,0.003
124,0.003
125,0.003
126,0.003
127,0.003
128,0.003
129,0.003
130,0.003
131,0.003
132,0.003
133,0.003
134,0.003
135,0.003
136,0.003
137,0.003
138,0.003
139,0.003
140,0.003
141,0.003
142,0.003
143,0.003
144,0.003
145,0.003
146,0.003
147,0.003
148,0.003
149,0.003
150,0.003
151,0.003
152,0.003
153,0.003
154,0.003
155,0.003
156,0.003
157,0.003
158,0.003
159,0.003
160,0.003
161,0.003
162,0.003
163,0.003
164,0.003
165,0.003
166,0.003
167,0.003
168,0.003
169,0.003
170,0.003
171,0.003
172,0.003
173,0.003
174,0.003
175,0.003
176,0.003
177,0.003
178,0.003
179,0.003
180,0.003
181,0.003
182,0.003
183,0.003
184,0.003
185,0.003
186,0.003
187,0.003
188,0.003
189,0.003
190,0.003
191,0.003
192,0.003
193,0.003
194,0.003
195,0.003
196,0.003
197,0.003
198,0.003
199,0.003
200,0.003
201,0.003
202,0.003
203,0.003
204,0.003
205,0.003
206,0.003
207,0.003
208,0.003
209,0.003
210,0.003
211,0.003
212,0.003
213,0.003
214,0.003
215,0.003
216,0.003
217,0.003
218,0.003
219,0.003
220,0.003
221,0.003
222,0.003
223,0.003
224,0.003
225,0.003
226,0.003
227,0.003
228,0.003
229,0.003
230,0.003
231,0.003
232,0.003
233,0.003
234,0.003
235,0.003
236,0.003
237,0.003
238,0.003
239,0.003
240,0.003
241,0.003
242,0.003
243,0.003
244,0.003
245,0.003
246,0.003
247,0.004
248,0.004
249,0.004
250,0.004
251,0.004
252,0.004
253,0.004
254,0.004
255,0.004
256,0.004
257,0.004
258,0.004
259,0.004
260,0.004
261,0.004
262,0.004
263,0.004
264,0.004
265,0.004
266,0.004
267,0.004
268,0.004
269,0.004
270,0.004
271,0.004
272,0.004
273,0.004
274,0.004
275,0.004
276,0.004
277,0.004
278,0.004
279,0.004
280,0.004
281,0.004
282,0.004
283,0.004
284,0.004
285,0.004
286,0.004
287,0.004
288,0.004
289,0.004
290,0.004
291,0.004
292,0.004
293,0.004
294,0.004
295,0.004
296,0.004
297,0.004
298,0.004
299,0.004
300,0.004
301,0.004
302,0.004
303,0.004
304,0.004
305,0.004
306,0.004
307,0.004
308,0.004
309,0.004
310,0.004
311,0.004
312,0.004
313,0.004
314,0.004
315,0.004
316,0.004
317,0.004
318,0.004
319,0.004
320,0.004
321,0.004
322,0.004
323,0.004
324,0.004
325,0.004
326,0.004
327,0.004
328,0.004
329,0.004
330,0.004
331,0.004
332,0.005
333,0.005
334,0.005
335,0.005
336,0.005
337,0.005
338,0.005
339,0.006
340,0.007
341,0.007
342,0.007
343,10125.99516789879
344,0.007
345,0.007
346,0.007
347,0.007
348,0.007
349,0.007
350,0.007
351,0.007
352,0.007
353,7639.544628055122
354,0.008
355,0.008
356,0.008
357,0.008
358,0.008
359,0.008
360,0.008
361,0.008
362,0.008
363,0.008
364,0.008
365,0.008
366,0.008
367,0.008
368,0.009000000000000001
369,11524.177271580598
370,11524.177271580598
371,0.009000000000000001
372,0.009000000000000001
373,0.009000000000000001
374,0.009000000000000001
375,0.009000000000000001
376,0.009000000000000001
377,0.009000000000000001
378,0.009000000000000001
379,0.009000000000000001
380,0.009000000000000001
381,0.009000000000000001
382,0.009000000000000001
383,0.009000000000000001
384,0.009000000000000001
385,0.009000000000000001
386,0.009000000000000001
387,0.009000000000000001
388,0.009000000000000001
389,0.009000000000000001
390,0.009000000000000001
391,0.009000000000000001
392,0.009000000000000001
393,0.009000000000000001
394,0.009000000000000001
395,0.009000000000000001
396,0.009000000000000001
397,0.009000000000000001
398,0.009000000000000001
399,0.009000000000000001
400,0.009000000000000001
401,0.009000000000000001
402,0.009000000000000001
403,0.009000000000000001
404,0.009000000000000001
405,0.009000000000000001
406,9471.077767660709
407,0.009000000000000001
408,0.009000000000000001
409,0.009000000000000001
410,0.009000000000000001
411,0.009000000000000001
412,0.009000000000000001
413,9819.70408109531
414,0.009000000000000001
415,0.009000000000000001
416,0.009000000000000001
417,0.009000000000000001
418,0.009000000000000001
419,0.009000000000000001
420,0.009000000000000001
421,0.009000000000000001
422,0.009000000000000001
423,0.009000000000000001
424,0.009000000000000001
425,0.009000000000000001
426,0.009000000000000001
427,0.009000000000000001
428,0.009000000000000001
429,0.01
430,0.01
431,0.01
432,0.01
433,0.01
434,0.01
435,0.01
436,0.01
437,0.01
438,0.01
439,0.01
440,0.01
441,0.01
442,0.01
443,0.01
444,0.01
445,0.01
446,0.01
447,0.01
448,21794.562725679425
449,0.01
450,0.01
451,0.01
452,0.01
453,0.01
454,0.01
455,0.01
456,0.01
457,0.01
458,0.01
459,0.01
460,0.01
461,7966.389779636766
462,0.011
463,0.011
464,0.011
465,0.011
466,0.011
467,0.011
468,0.011
469,0.011
470,0.011
471,0.011
472,0.011
473,0.011
474,0.011
475,0.011
476,0.011
477,0.011
478,0.011
479,0.011
480,0.011
481,0.011
482,0.011
483,0.011
